# hand_links.csv - the category vocabulary and the relation edges, authored.
#
# ⚠️ THE FOURTH HAND FILE, and the DURABLE source for library_categories and library_relations.
#    Everything else in the catalog is replayed from a hand file on every build, and an edge
#    stored only in recipes.db would be orphaned by the next fold with nothing to notice.
#
# ⚠️ THIS TABLE HOLDS ONLY FILTER CATEGORIES, terms that are NOT catalog rows. A kind_of parent
#    IS a catalog row and needs no entry here, so a kind_of edge points at a library_id and an
#    in_category edge points at a slug below. 'Is X a kind_of parent' is derived, not stored.
#
# ⚠️ FORMS INHERIT. garlic powder is made_from garlic, which is an allium, so it reaches the
#    category through its parent. A direct edge would be the almond-flour error one layer up.
#
# Spec: previews/category-vocabulary-final.md
#
# --- section: categories ---
category_id,name,parent_slug,note
Q112977543,Q192628,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q175933,oil,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
de:rindergehacktes,Q192628,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:riz-complet-etuve,Q732925,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:riz-long-grain-naturellement-parfume,Q67594028,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:riz-long-pour-risotto,Q67594028,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:riz-long-semi-complet,Q67594028,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:riz-pour-risotto-etuve,Q732925,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:riz-precuit,Q5090,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:riz-thai-hom-mali-demi-complet-etuve,Q732925,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q12366140,Q93189,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q65244403,Q2296872,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q107262041,Q275068,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q107307364,Q275068,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q110611184,Q6418247,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q107246730,Q157484,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q107246733,Q275068,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q110611183,Q6418247,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q131749772,Q13233,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q60886625,oil,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q67863632,Q67731470,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q68313968,Q67731470,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q104631846,Q8495,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q31930718,Q636056,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q27632086,Q192628,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q2349632,Q2223649,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q3941923,Q29472543,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q109301486,Q2995529,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:rye-malt-flour,Q10658708,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fi:rypäle-ja-vadelmatäysmehu-tiivisteestä,Q1209756,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q61473632,Q10658708,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:sablefish,en:saltwater-fish,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q441113,oil,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:saithe,en:white-fish,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q25040369,oil,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q188655,Q10426,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q1245627,Q3088318,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q67994441,Q67731470,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q6496411,Q11106,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:salsify,en:taproot-vegetable,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:salt-from-noirmoutier,Q282694,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q110611178,Q67731470,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q52148739,Q5726634,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q1056554,Q5726634,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q68491839,Q3143131,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q7423795,en:oily-fish,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
lv:sarkanie-pipari,pepper,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q154166,Q113199286,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q995566,Q13400960,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:scorpion-fish,en:white-fish,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:scup,en:saltwater-fish,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:sea-buckthorn,Q16128920,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q1521075,salt,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q7445643,oil,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q60715326,oil,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q943935,Q15645384,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q5493196,salt,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q3478463,Q381350,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
fr:semoule-de-mais-precuite,Q10286140,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q21087496,Q1621080,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q2253971,Q6418247,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:shea-oil,oil,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q107246743,Q157484,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q28455657,Q157484,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
en:sheepshead,en:saltwater-fish,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q24898518,Q177378,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q1186598,Q2051651,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q2672195,Q192628,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q102331909,Q2296872,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q13557581,Q5620025,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q6501598,Q2051651,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q131361387,Q157484,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q118263931,Q27862521,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q2113863,oil,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
Q326061,Q840171,kind_of,restructure,authored,"its family, restored so a specific shows a parent as well as a category"
